sku,product.attribute_set,sap_sku,vendor_sku,klikmro_sku,brand,brand_id,name,short_description,description,mfr_no,benefit,features,spesification,searching_related,standard_certificate,type,shipping_method,shipping_package,product.type,stock.is_in_stock,status,visibility,tax_class_id,stock.qty,consignment_stock,delivery,gross_weight,netto_weight,weight_uom,dimension_length,dimension_width,dimension_height,dimension_uom,dimension_unit,volume,category.ids,hierarchy_node,merchandise_category,vendor_id,warranty,sales_uom,pdt,lead_time,item,includes,for_use_with,material,size
B-760,I150091003,,B-760,,BANDO,BAND,GREEN SEAL BANDO 16.7 MM B-760,GREEN SEAL BANDO 16.7 MM B-760,GREEN SEAL BANDO B-253,B-760,"<li> V-shaped natural rubber
<li> More flexible than Red Seal type","<li> Applied for easy loading machine
<li> Used in medium temperature
<li> High degree of abrasiveness","<li> Material: Natural rubber
<li> Length: 760 INC
<li> Width: 16.7 MM
<li> Thickness: 10.3 MM
<li> Angle: 40 Deg.
<li> Min. Pulley Diameter: 125 MM
<li> Weight: 3.860 KG","Bando, V Belt, Pulley Belt, Belt, Bando Belt",-,Green Seal,"Pick Up, Air, Land and Sea",1,simple,In Stock,Enabled,"Catalog, Search",Taxable Goods,1,No,M301,4.632,3.86,KG,20,20,10,MM,19304 X 16.7 X 10.3 MM,3320.48104,,I15009100301,8070206,1001002787,-,EA,2,3,V-belt,-,Pulley,Natural rubber,16.7 MM
B-77,I150091003,,B-77,,BANDO,BAND,GREEN SEAL BANDO 16.7 MM B-77,GREEN SEAL BANDO 16.7 MM B-77,GREEN SEAL BANDO B-253,B-77,"<li> V-shaped natural rubber
<li> More flexible than Red Seal type","<li> Applied for easy loading machine
<li> Used in medium temperature
<li> High degree of abrasiveness","<li> Material: Natural rubber
<li> Length: 77 INC
<li> Width: 16.7 MM
<li> Thickness: 10.3 MM
<li> Angle: 40 Deg.
<li> Min. Pulley Diameter: 125 MM
<li> Weight: 0.391 KG","Bando, V Belt, Pulley Belt, Belt, Bando Belt",-,Green Seal,"Pick Up, Air, Land and Sea",1,simple,In Stock,Enabled,"Catalog, Search",Taxable Goods,1,No,M301,0.4692,0.391,KG,20,20,10,MM,1955.8 X 16.7 X 10.3 MM,336.417158,,I15009100301,8070206,1001002787,-,EA,2,3,V-belt,-,Pulley,Natural rubber,16.7 MM
B-770,I150091003,,B-770,,BANDO,BAND,GREEN SEAL BANDO 16.7 MM B-770,GREEN SEAL BANDO 16.7 MM B-770,GREEN SEAL BANDO B-253,B-770,"<li> V-shaped natural rubber
<li> More flexible than Red Seal type","<li> Applied for easy loading machine
<li> Used in medium temperature
<li> High degree of abrasiveness","<li> Material: Natural rubber
<li> Length: 770 INC
<li> Width: 16.7 MM
<li> Thickness: 10.3 MM
<li> Angle: 40 Deg.
<li> Min. Pulley Diameter: 125 MM
<li> Weight: 3.911 KG","Bando, V Belt, Pulley Belt, Belt, Bando Belt",-,Green Seal,"Pick Up, Air, Land and Sea",1,simple,In Stock,Enabled,"Catalog, Search",Taxable Goods,1,No,M301,4.6932,3.911,KG,20,20,10,MM,19558 X 16.7 X 10.3 MM,3364.17158,,I15009100301,8070206,1001002787,-,EA,2,3,V-belt,-,Pulley,Natural rubber,16.7 MM
B-78,I150091003,,B-78,,BANDO,BAND,GREEN SEAL BANDO 16.7 MM B-78,GREEN SEAL BANDO 16.7 MM B-78,GREEN SEAL BANDO B-253,B-78,"<li> V-shaped natural rubber
<li> More flexible than Red Seal type","<li> Applied for easy loading machine
<li> Used in medium temperature
<li> High degree of abrasiveness","<li> Material: Natural rubber
<li> Length: 78 INC
<li> Width: 16.7 MM
<li> Thickness: 10.3 MM
<li> Angle: 40 Deg.
<li> Min. Pulley Diameter: 125 MM
<li> Weight: 0.396 KG","Bando, V Belt, Pulley Belt, Belt, Bando Belt",-,Green Seal,"Pick Up, Air, Land and Sea",1,simple,In Stock,Enabled,"Catalog, Search",Taxable Goods,1,No,M301,0.4752,0.396,KG,20,20,10,MM,1981.2 X 16.7 X 10.3 MM,340.786212,,I15009100301,8070206,1001002787,-,EA,2,3,V-belt,-,Pulley,Natural rubber,16.7 MM
B-780,I150091003,,B-780,,BANDO,BAND,GREEN SEAL BANDO 16.7 MM B-780,GREEN SEAL BANDO 16.7 MM B-780,GREEN SEAL BANDO B-253,B-780,"<li> V-shaped natural rubber
<li> More flexible than Red Seal type","<li> Applied for easy loading machine
<li> Used in medium temperature
<li> High degree of abrasiveness","<li> Material: Natural rubber
<li> Length: 780 INC
<li> Width: 16.7 MM
<li> Thickness: 10.3 MM
<li> Angle: 40 Deg.
<li> Min. Pulley Diameter: 125 MM
<li> Weight: 3.962 KG","Bando, V Belt, Pulley Belt, Belt, Bando Belt",-,Green Seal,"Pick Up, Air, Land and Sea",1,simple,In Stock,Enabled,"Catalog, Search",Taxable Goods,1,No,M301,4.7544,3.962,KG,20,20,10,MM,19812 X 16.7 X 10.3 MM,3407.86212,,I15009100301,8070206,1001002787,-,EA,2,3,V-belt,-,Pulley,Natural rubber,16.7 MM
B-79,I150091003,,B-79,,BANDO,BAND,GREEN SEAL BANDO 16.7 MM B-79,GREEN SEAL BANDO 16.7 MM B-79,GREEN SEAL BANDO B-253,B-79,"<li> V-shaped natural rubber
<li> More flexible than Red Seal type","<li> Applied for easy loading machine
<li> Used in medium temperature
<li> High degree of abrasiveness","<li> Material: Natural rubber
<li> Length: 79 INC
<li> Width: 16.7 MM
<li> Thickness: 10.3 MM
<li> Angle: 40 Deg.
<li> Min. Pulley Diameter: 125 MM
<li> Weight: 0.401 KG","Bando, V Belt, Pulley Belt, Belt, Bando Belt",-,Green Seal,"Pick Up, Air, Land and Sea",1,simple,In Stock,Enabled,"Catalog, Search",Taxable Goods,1,No,M301,0.4812,0.401,KG,20,20,10,MM,2006.6 X 16.7 X 10.3 MM,345.155266,,I15009100301,8070206,1001002787,-,EA,2,3,V-belt,-,Pulley,Natural rubber,16.7 MM
B-790,I150091003,,B-790,,BANDO,BAND,GREEN SEAL BANDO 16.7 MM B-790,GREEN SEAL BANDO 16.7 MM B-790,GREEN SEAL BANDO B-253,B-790,"<li> V-shaped natural rubber
<li> More flexible than Red Seal type","<li> Applied for easy loading machine
<li> Used in medium temperature
<li> High degree of abrasiveness","<li> Material: Natural rubber
<li> Length: 790 INC
<li> Width: 16.7 MM
<li> Thickness: 10.3 MM
<li> Angle: 40 Deg.
<li> Min. Pulley Diameter: 125 MM
<li> Weight: 4.013 KG","Bando, V Belt, Pulley Belt, Belt, Bando Belt",-,Green Seal,"Pick Up, Air, Land and Sea",1,simple,In Stock,Enabled,"Catalog, Search",Taxable Goods,1,No,M301,4.8156,4.013,KG,20,20,10,MM,20066 X 16.7 X 10.3 MM,3451.55266,,I15009100301,8070206,1001002787,-,EA,2,3,V-belt,-,Pulley,Natural rubber,16.7 MM
B-80,I150091003,,B-80,,BANDO,BAND,GREEN SEAL BANDO 16.7 MM B-80,GREEN SEAL BANDO 16.7 MM B-80,GREEN SEAL BANDO B-253,B-80,"<li> V-shaped natural rubber
<li> More flexible than Red Seal type","<li> Applied for easy loading machine
<li> Used in medium temperature
<li> High degree of abrasiveness","<li> Material: Natural rubber
<li> Length: 80 INC
<li> Width: 16.7 MM
<li> Thickness: 10.3 MM
<li> Angle: 40 Deg.
<li> Min. Pulley Diameter: 125 MM
<li> Weight: 0.406 KG","Bando, V Belt, Pulley Belt, Belt, Bando Belt",-,Green Seal,"Pick Up, Air, Land and Sea",1,simple,In Stock,Enabled,"Catalog, Search",Taxable Goods,1,No,M301,0.4872,0.406,KG,20,20,10,MM,2032 X 16.7 X 10.3 MM,349.52432,,I15009100301,8070206,1001002787,-,EA,2,3,V-belt,-,Pulley,Natural rubber,16.7 MM
B-800,I150091003,,B-800,,BANDO,BAND,GREEN SEAL BANDO 16.7 MM B-800,GREEN SEAL BANDO 16.7 MM B-800,GREEN SEAL BANDO B-253,B-800,"<li> V-shaped natural rubber
<li> More flexible than Red Seal type","<li> Applied for easy loading machine
<li> Used in medium temperature
<li> High degree of abrasiveness","<li> Material: Natural rubber
<li> Length: 800 INC
<li> Width: 16.7 MM
<li> Thickness: 10.3 MM
<li> Angle: 40 Deg.
<li> Min. Pulley Diameter: 125 MM
<li> Weight: 4.064 KG","Bando, V Belt, Pulley Belt, Belt, Bando Belt",-,Green Seal,"Pick Up, Air, Land and Sea",1,simple,In Stock,Enabled,"Catalog, Search",Taxable Goods,1,No,M301,4.8768,4.064,KG,20,20,10,MM,20320 X 16.7 X 10.3 MM,3495.2432,,I15009100301,8070206,1001002787,-,EA,2,3,V-belt,-,Pulley,Natural rubber,16.7 MM
B-804,I150091003,,B-804,,BANDO,BAND,GREEN SEAL BANDO 16.7 MM B-804,GREEN SEAL BANDO 16.7 MM B-804,GREEN SEAL BANDO B-253,B-804,"<li> V-shaped natural rubber
<li> More flexible than Red Seal type","<li> Applied for easy loading machine
<li> Used in medium temperature
<li> High degree of abrasiveness","<li> Material: Natural rubber
<li> Length: 804 INC
<li> Width: 16.7 MM
<li> Thickness: 10.3 MM
<li> Angle: 40 Deg.
<li> Min. Pulley Diameter: 125 MM
<li> Weight: 4.084 KG","Bando, V Belt, Pulley Belt, Belt, Bando Belt",-,Green Seal,"Pick Up, Air, Land and Sea",1,simple,In Stock,Enabled,"Catalog, Search",Taxable Goods,1,No,M301,4.9008,4.084,KG,20,20,10,MM,20421.6 X 16.7 X 10.3 MM,3512.719416,,I15009100301,8070206,1001002787,-,EA,2,3,V-belt,-,Pulley,Natural rubber,16.7 MM
B-81,I150091003,,B-81,,BANDO,BAND,GREEN SEAL BANDO 16.7 MM B-81,GREEN SEAL BANDO 16.7 MM B-81,GREEN SEAL BANDO B-253,B-81,"<li> V-shaped natural rubber
<li> More flexible than Red Seal type","<li> Applied for easy loading machine
<li> Used in medium temperature
<li> High degree of abrasiveness","<li> Material: Natural rubber
<li> Length: 81 INC
<li> Width: 16.7 MM
<li> Thickness: 10.3 MM
<li> Angle: 40 Deg.
<li> Min. Pulley Diameter: 125 MM
<li> Weight: 0.411 KG","Bando, V Belt, Pulley Belt, Belt, Bando Belt",-,Green Seal,"Pick Up, Air, Land and Sea",1,simple,In Stock,Enabled,"Catalog, Search",Taxable Goods,1,No,M301,0.4932,0.411,KG,20,20,10,MM,2057.4 X 16.7 X 10.3 MM,353.893374,,I15009100301,8070206,1001002787,-,EA,2,3,V-belt,-,Pulley,Natural rubber,16.7 MM
B-810,I150091003,,B-810,,BANDO,BAND,GREEN SEAL BANDO 16.7 MM B-810,GREEN SEAL BANDO 16.7 MM B-810,GREEN SEAL BANDO B-253,B-810,"<li> V-shaped natural rubber
<li> More flexible than Red Seal type","<li> Applied for easy loading machine
<li> Used in medium temperature
<li> High degree of abrasiveness","<li> Material: Natural rubber
<li> Length: 810 INC
<li> Width: 16.7 MM
<li> Thickness: 10.3 MM
<li> Angle: 40 Deg.
<li> Min. Pulley Diameter: 125 MM
<li> Weight: 4.114 KG","Bando, V Belt, Pulley Belt, Belt, Bando Belt",-,Green Seal,"Pick Up, Air, Land and Sea",1,simple,In Stock,Enabled,"Catalog, Search",Taxable Goods,1,No,M301,4.9368,4.114,KG,20,20,10,MM,20574 X 16.7 X 10.3 MM,3538.93374,,I15009100301,8070206,1001002787,-,EA,2,3,V-belt,-,Pulley,Natural rubber,16.7 MM
B-82,I150091003,,B-82,,BANDO,BAND,GREEN SEAL BANDO 16.7 MM B-82,GREEN SEAL BANDO 16.7 MM B-82,GREEN SEAL BANDO B-253,B-82,"<li> V-shaped natural rubber
<li> More flexible than Red Seal type","<li> Applied for easy loading machine
<li> Used in medium temperature
<li> High degree of abrasiveness","<li> Material: Natural rubber
<li> Length: 82 INC
<li> Width: 16.7 MM
<li> Thickness: 10.3 MM
<li> Angle: 40 Deg.
<li> Min. Pulley Diameter: 125 MM
<li> Weight: 0.416 KG","Bando, V Belt, Pulley Belt, Belt, Bando Belt",-,Green Seal,"Pick Up, Air, Land and Sea",1,simple,In Stock,Enabled,"Catalog, Search",Taxable Goods,1,No,M301,0.4992,0.416,KG,20,20,10,MM,2082.8 X 16.7 X 10.3 MM,358.262428,,I15009100301,8070206,1001002787,-,EA,2,3,V-belt,-,Pulley,Natural rubber,16.7 MM
B-83,I150091003,,B-83,,BANDO,BAND,GREEN SEAL BANDO 16.7 MM B-83,GREEN SEAL BANDO 16.7 MM B-83,GREEN SEAL BANDO B-253,B-83,"<li> V-shaped natural rubber
<li> More flexible than Red Seal type","<li> Applied for easy loading machine
<li> Used in medium temperature
<li> High degree of abrasiveness","<li> Material: Natural rubber
<li> Length: 83 INC
<li> Width: 16.7 MM
<li> Thickness: 10.3 MM
<li> Angle: 40 Deg.
<li> Min. Pulley Diameter: 125 MM
<li> Weight: 0.421 KG","Bando, V Belt, Pulley Belt, Belt, Bando Belt",-,Green Seal,"Pick Up, Air, Land and Sea",1,simple,In Stock,Enabled,"Catalog, Search",Taxable Goods,1,No,M301,0.5052,0.421,KG,20,20,10,MM,2108.2 X 16.7 X 10.3 MM,362.631482,,I15009100301,8070206,1001002787,-,EA,2,3,V-belt,-,Pulley,Natural rubber,16.7 MM
B-84,I150091003,,B-84,,BANDO,BAND,GREEN SEAL BANDO 16.7 MM B-84,GREEN SEAL BANDO 16.7 MM B-84,GREEN SEAL BANDO B-253,B-84,"<li> V-shaped natural rubber
<li> More flexible than Red Seal type","<li> Applied for easy loading machine
<li> Used in medium temperature
<li> High degree of abrasiveness","<li> Material: Natural rubber
<li> Length: 84 INC
<li> Width: 16.7 MM
<li> Thickness: 10.3 MM
<li> Angle: 40 Deg.
<li> Min. Pulley Diameter: 125 MM
<li> Weight: 0.426 KG","Bando, V Belt, Pulley Belt, Belt, Bando Belt",-,Green Seal,"Pick Up, Air, Land and Sea",1,simple,In Stock,Enabled,"Catalog, Search",Taxable Goods,1,No,M301,0.5112,0.426,KG,20,20,10,MM,2133.6 X 16.7 X 10.3 MM,367.000536,,I15009100301,8070206,1001002787,-,EA,2,3,V-belt,-,Pulley,Natural rubber,16.7 MM
B-85,I150091003,,B-85,,BANDO,BAND,GREEN SEAL BANDO 16.7 MM B-85,GREEN SEAL BANDO 16.7 MM B-85,GREEN SEAL BANDO B-253,B-85,"<li> V-shaped natural rubber
<li> More flexible than Red Seal type","<li> Applied for easy loading machine
<li> Used in medium temperature
<li> High degree of abrasiveness","<li> Material: Natural rubber
<li> Length: 85 INC
<li> Width: 16.7 MM
<li> Thickness: 10.3 MM
<li> Angle: 40 Deg.
<li> Min. Pulley Diameter: 125 MM
<li> Weight: 0.431 KG","Bando, V Belt, Pulley Belt, Belt, Bando Belt",-,Green Seal,"Pick Up, Air, Land and Sea",1,simple,In Stock,Enabled,"Catalog, Search",Taxable Goods,1,No,M301,0.5172,0.431,KG,20,20,10,MM,2159 X 16.7 X 10.3 MM,371.36959,,I15009100301,8070206,1001002787,-,EA,2,3,V-belt,-,Pulley,Natural rubber,16.7 MM
B-86,I150091003,,B-86,,BANDO,BAND,GREEN SEAL BANDO 16.7 MM B-86,GREEN SEAL BANDO 16.7 MM B-86,GREEN SEAL BANDO B-253,B-86,"<li> V-shaped natural rubber
<li> More flexible than Red Seal type","<li> Applied for easy loading machine
<li> Used in medium temperature
<li> High degree of abrasiveness","<li> Material: Natural rubber
<li> Length: 86 INC
<li> Width: 16.7 MM
<li> Thickness: 10.3 MM
<li> Angle: 40 Deg.
<li> Min. Pulley Diameter: 125 MM
<li> Weight: 0.436 KG","Bando, V Belt, Pulley Belt, Belt, Bando Belt",-,Green Seal,"Pick Up, Air, Land and Sea",1,simple,In Stock,Enabled,"Catalog, Search",Taxable Goods,1,No,M301,0.5232,0.436,KG,20,20,10,MM,2184.4 X 16.7 X 10.3 MM,375.738644,,I15009100301,8070206,1001002787,-,EA,2,3,V-belt,-,Pulley,Natural rubber,16.7 MM
B-87,I150091003,,B-87,,BANDO,BAND,GREEN SEAL BANDO 16.7 MM B-87,GREEN SEAL BANDO 16.7 MM B-87,GREEN SEAL BANDO B-253,B-87,"<li> V-shaped natural rubber
<li> More flexible than Red Seal type","<li> Applied for easy loading machine
<li> Used in medium temperature
<li> High degree of abrasiveness","<li> Material: Natural rubber
<li> Length: 87 INC
<li> Width: 16.7 MM
<li> Thickness: 10.3 MM
<li> Angle: 40 Deg.
<li> Min. Pulley Diameter: 125 MM
<li> Weight: 0.441 KG","Bando, V Belt, Pulley Belt, Belt, Bando Belt",-,Green Seal,"Pick Up, Air, Land and Sea",1,simple,In Stock,Enabled,"Catalog, Search",Taxable Goods,1,No,M301,0.5292,0.441,KG,20,20,10,MM,2209.8 X 16.7 X 10.3 MM,380.107698,,I15009100301,8070206,1001002787,-,EA,2,3,V-belt,-,Pulley,Natural rubber,16.7 MM
B-88,I150091003,,B-88,,BANDO,BAND,GREEN SEAL BANDO 16.7 MM B-88,GREEN SEAL BANDO 16.7 MM B-88,GREEN SEAL BANDO B-253,B-88,"<li> V-shaped natural rubber
<li> More flexible than Red Seal type","<li> Applied for easy loading machine
<li> Used in medium temperature
<li> High degree of abrasiveness","<li> Material: Natural rubber
<li> Length: 88 INC
<li> Width: 16.7 MM
<li> Thickness: 10.3 MM
<li> Angle: 40 Deg.
<li> Min. Pulley Diameter: 125 MM
<li> Weight: 0.447 KG","Bando, V Belt, Pulley Belt, Belt, Bando Belt",-,Green Seal,"Pick Up, Air, Land and Sea",1,simple,In Stock,Enabled,"Catalog, Search",Taxable Goods,1,No,M301,0.5364,0.447,KG,20,20,10,MM,2235.2 X 16.7 X 10.3 MM,384.476752,,I15009100301,8070206,1001002787,-,EA,2,3,V-belt,-,Pulley,Natural rubber,16.7 MM
B-89,I150091003,,B-89,,BANDO,BAND,GREEN SEAL BANDO 16.7 MM B-89,GREEN SEAL BANDO 16.7 MM B-89,GREEN SEAL BANDO B-253,B-89,"<li> V-shaped natural rubber
<li> More flexible than Red Seal type","<li> Applied for easy loading machine
<li> Used in medium temperature
<li> High degree of abrasiveness","<li> Material: Natural rubber
<li> Length: 89 INC
<li> Width: 16.7 MM
<li> Thickness: 10.3 MM
<li> Angle: 40 Deg.
<li> Min. Pulley Diameter: 125 MM
<li> Weight: 0.452 KG","Bando, V Belt, Pulley Belt, Belt, Bando Belt",-,Green Seal,"Pick Up, Air, Land and Sea",1,simple,In Stock,Enabled,"Catalog, Search",Taxable Goods,1,No,M301,0.5424,0.452,KG,20,20,10,MM,2260.6 X 16.7 X 10.3 MM,388.845806,,I15009100301,8070206,1001002787,-,EA,2,3,V-belt,-,Pulley,Natural rubber,16.7 MM
B-90,I150091003,,B-90,,BANDO,BAND,GREEN SEAL BANDO 16.7 MM B-90,GREEN SEAL BANDO 16.7 MM B-90,GREEN SEAL BANDO B-253,B-90,"<li> V-shaped natural rubber
<li> More flexible than Red Seal type","<li> Applied for easy loading machine
<li> Used in medium temperature
<li> High degree of abrasiveness","<li> Material: Natural rubber
<li> Length: 90 INC
<li> Width: 16.7 MM
<li> Thickness: 10.3 MM
<li> Angle: 40 Deg.
<li> Min. Pulley Diameter: 125 MM
<li> Weight: 0.457 KG","Bando, V Belt, Pulley Belt, Belt, Bando Belt",-,Green Seal,"Pick Up, Air, Land and Sea",1,simple,In Stock,Enabled,"Catalog, Search",Taxable Goods,1,No,M301,0.5484,0.457,KG,20,20,10,MM,2286 X 16.7 X 10.3 MM,393.21486,,I15009100301,8070206,1001002787,-,EA,2,3,V-belt,-,Pulley,Natural rubber,16.7 MM
B-91,I150091003,,B-91,,BANDO,BAND,GREEN SEAL BANDO 16.7 MM B-91,GREEN SEAL BANDO 16.7 MM B-91,GREEN SEAL BANDO B-253,B-91,"<li> V-shaped natural rubber
<li> More flexible than Red Seal type","<li> Applied for easy loading machine
<li> Used in medium temperature
<li> High degree of abrasiveness","<li> Material: Natural rubber
<li> Length: 91 INC
<li> Width: 16.7 MM
<li> Thickness: 10.3 MM
<li> Angle: 40 Deg.
<li> Min. Pulley Diameter: 125 MM
<li> Weight: 0.462 KG","Bando, V Belt, Pulley Belt, Belt, Bando Belt",-,Green Seal,"Pick Up, Air, Land and Sea",1,simple,In Stock,Enabled,"Catalog, Search",Taxable Goods,1,No,M301,0.5544,0.462,KG,20,20,10,MM,2311.4 X 16.7 X 10.3 MM,397.583914,,I15009100301,8070206,1001002787,-,EA,2,3,V-belt,-,Pulley,Natural rubber,16.7 MM
B-92,I150091003,,B-92,,BANDO,BAND,GREEN SEAL BANDO 16.7 MM B-92,GREEN SEAL BANDO 16.7 MM B-92,GREEN SEAL BANDO B-253,B-92,"<li> V-shaped natural rubber
<li> More flexible than Red Seal type","<li> Applied for easy loading machine
<li> Used in medium temperature
<li> High degree of abrasiveness","<li> Material: Natural rubber
<li> Length: 92 INC
<li> Width: 16.7 MM
<li> Thickness: 10.3 MM
<li> Angle: 40 Deg.
<li> Min. Pulley Diameter: 125 MM
<li> Weight: 0.467 KG","Bando, V Belt, Pulley Belt, Belt, Bando Belt",-,Green Seal,"Pick Up, Air, Land and Sea",1,simple,In Stock,Enabled,"Catalog, Search",Taxable Goods,1,No,M301,0.5604,0.467,KG,20,20,10,MM,2336.8 X 16.7 X 10.3 MM,401.952968,,I15009100301,8070206,1001002787,-,EA,2,3,V-belt,-,Pulley,Natural rubber,16.7 MM
B-93,I150091003,,B-93,,BANDO,BAND,GREEN SEAL BANDO 16.7 MM B-93,GREEN SEAL BANDO 16.7 MM B-93,GREEN SEAL BANDO B-253,B-93,"<li> V-shaped natural rubber
<li> More flexible than Red Seal type","<li> Applied for easy loading machine
<li> Used in medium temperature
<li> High degree of abrasiveness","<li> Material: Natural rubber
<li> Length: 93 INC
<li> Width: 16.7 MM
<li> Thickness: 10.3 MM
<li> Angle: 40 Deg.
<li> Min. Pulley Diameter: 125 MM
<li> Weight: 0.472 KG","Bando, V Belt, Pulley Belt, Belt, Bando Belt",-,Green Seal,"Pick Up, Air, Land and Sea",1,simple,In Stock,Enabled,"Catalog, Search",Taxable Goods,1,No,M301,0.5664,0.472,KG,20,20,10,MM,2362.2 X 16.7 X 10.3 MM,406.322022,,I15009100301,8070206,1001002787,-,EA,2,3,V-belt,-,Pulley,Natural rubber,16.7 MM
B-94,I150091003,,B-94,,BANDO,BAND,GREEN SEAL BANDO 16.7 MM B-94,GREEN SEAL BANDO 16.7 MM B-94,GREEN SEAL BANDO B-253,B-94,"<li> V-shaped natural rubber
<li> More flexible than Red Seal type","<li> Applied for easy loading machine
<li> Used in medium temperature
<li> High degree of abrasiveness","<li> Material: Natural rubber
<li> Length: 94 INC
<li> Width: 16.7 MM
<li> Thickness: 10.3 MM
<li> Angle: 40 Deg.
<li> Min. Pulley Diameter: 125 MM
<li> Weight: 0.477 KG","Bando, V Belt, Pulley Belt, Belt, Bando Belt",-,Green Seal,"Pick Up, Air, Land and Sea",1,simple,In Stock,Enabled,"Catalog, Search",Taxable Goods,1,No,M301,0.5724,0.477,KG,20,20,10,MM,2387.6 X 16.7 X 10.3 MM,410.691076,,I15009100301,8070206,1001002787,-,EA,2,3,V-belt,-,Pulley,Natural rubber,16.7 MM
B-95,I150091003,,B-95,,BANDO,BAND,GREEN SEAL BANDO 16.7 MM B-95,GREEN SEAL BANDO 16.7 MM B-95,GREEN SEAL BANDO B-253,B-95,"<li> V-shaped natural rubber
<li> More flexible than Red Seal type","<li> Applied for easy loading machine
<li> Used in medium temperature
<li> High degree of abrasiveness","<li> Material: Natural rubber
<li> Length: 95 INC
<li> Width: 16.7 MM
<li> Thickness: 10.3 MM
<li> Angle: 40 Deg.
<li> Min. Pulley Diameter: 125 MM
<li> Weight: 0.482 KG","Bando, V Belt, Pulley Belt, Belt, Bando Belt",-,Green Seal,"Pick Up, Air, Land and Sea",1,simple,In Stock,Enabled,"Catalog, Search",Taxable Goods,1,No,M301,0.5784,0.482,KG,20,20,10,MM,2413 X 16.7 X 10.3 MM,415.06013,,I15009100301,8070206,1001002787,-,EA,2,3,V-belt,-,Pulley,Natural rubber,16.7 MM
B-96,I150091003,,B-96,,BANDO,BAND,GREEN SEAL BANDO 16.7 MM B-96,GREEN SEAL BANDO 16.7 MM B-96,GREEN SEAL BANDO B-253,B-96,"<li> V-shaped natural rubber
<li> More flexible than Red Seal type","<li> Applied for easy loading machine
<li> Used in medium temperature
<li> High degree of abrasiveness","<li> Material: Natural rubber
<li> Length: 96 INC
<li> Width: 16.7 MM
<li> Thickness: 10.3 MM
<li> Angle: 40 Deg.
<li> Min. Pulley Diameter: 125 MM
<li> Weight: 0.487 KG","Bando, V Belt, Pulley Belt, Belt, Bando Belt",-,Green Seal,"Pick Up, Air, Land and Sea",1,simple,In Stock,Enabled,"Catalog, Search",Taxable Goods,1,No,M301,0.5844,0.487,KG,20,20,10,MM,2438.4 X 16.7 X 10.3 MM,419.429184,,I15009100301,8070206,1001002787,-,EA,2,3,V-belt,-,Pulley,Natural rubber,16.7 MM
B-97,I150091003,,B-97,,BANDO,BAND,GREEN SEAL BANDO 16.7 MM B-97,GREEN SEAL BANDO 16.7 MM B-97,GREEN SEAL BANDO B-253,B-97,"<li> V-shaped natural rubber
<li> More flexible than Red Seal type","<li> Applied for easy loading machine
<li> Used in medium temperature
<li> High degree of abrasiveness","<li> Material: Natural rubber
<li> Length: 97 INC
<li> Width: 16.7 MM
<li> Thickness: 10.3 MM
<li> Angle: 40 Deg.
<li> Min. Pulley Diameter: 125 MM
<li> Weight: 0.492 KG","Bando, V Belt, Pulley Belt, Belt, Bando Belt",-,Green Seal,"Pick Up, Air, Land and Sea",1,simple,In Stock,Enabled,"Catalog, Search",Taxable Goods,1,No,M301,0.5904,0.492,KG,20,20,10,MM,2463.8 X 16.7 X 10.3 MM,423.798238,,I15009100301,8070206,1001002787,-,EA,2,3,V-belt,-,Pulley,Natural rubber,16.7 MM
B-98,I150091003,,B-98,,BANDO,BAND,GREEN SEAL BANDO 16.7 MM B-98,GREEN SEAL BANDO 16.7 MM B-98,GREEN SEAL BANDO B-253,B-98,"<li> V-shaped natural rubber
<li> More flexible than Red Seal type","<li> Applied for easy loading machine
<li> Used in medium temperature
<li> High degree of abrasiveness","<li> Material: Natural rubber
<li> Length: 98 INC
<li> Width: 16.7 MM
<li> Thickness: 10.3 MM
<li> Angle: 40 Deg.
<li> Min. Pulley Diameter: 125 MM
<li> Weight: 0.497 KG","Bando, V Belt, Pulley Belt, Belt, Bando Belt",-,Green Seal,"Pick Up, Air, Land and Sea",1,simple,In Stock,Enabled,"Catalog, Search",Taxable Goods,1,No,M301,0.5964,0.497,KG,20,20,10,MM,2489.2 X 16.7 X 10.3 MM,428.167292,,I15009100301,8070206,1001002787,-,EA,2,3,V-belt,-,Pulley,Natural rubber,16.7 MM
B-99,I150091003,,B-99,,BANDO,BAND,GREEN SEAL BANDO 16.7 MM B-99,GREEN SEAL BANDO 16.7 MM B-99,GREEN SEAL BANDO B-253,B-99,"<li> V-shaped natural rubber
<li> More flexible than Red Seal type","<li> Applied for easy loading machine
<li> Used in medium temperature
<li> High degree of abrasiveness","<li> Material: Natural rubber
<li> Length: 99 INC
<li> Width: 16.7 MM
<li> Thickness: 10.3 MM
<li> Angle: 40 Deg.
<li> Min. Pulley Diameter: 125 MM
<li> Weight: 0.502 KG","Bando, V Belt, Pulley Belt, Belt, Bando Belt",-,Green Seal,"Pick Up, Air, Land and Sea",1,simple,In Stock,Enabled,"Catalog, Search",Taxable Goods,1,No,M301,0.6024,0.502,KG,20,20,10,MM,2514.6 X 16.7 X 10.3 MM,432.536346,,I15009100301,8070206,1001002787,-,EA,2,3,V-belt,-,Pulley,Natural rubber,16.7 MM
