sku,brand,name,gross_weight,dimension_length,dimension_width,dimension_height,dimension_uom,volume
1001002835-3484543,BOSSARD,PLAIN WASHER WITHOUT CHAMFER M8 3484543,0.802,225,225,95,MM,4809.375
1001002835-3484544,BOSSARD,PLAIN WASHER WITHOUT CHAMFER M10 3484544,0.802,225,225,95,MM,4809.375
1001002835-3484545,BOSSARD,PLAIN WASHER WITHOUT CHAMFER M12 3484545,0.802,225,225,95,MM,4809.375
1001002835-3484549,BOSSARD,PLAIN WASHER WITHOUT CHAMFER M20 3484549,0.802,225,225,95,MM,4809.375
1001002835-1267876,BOSSARD,FLAT WASHER WITHOUT CHAMFER M12 1267876,0.802,225,225,95,MM,4809.375
1001002835-1269550,BOSSARD,FLAT WASHER WITHOUT CHAMFER M3 1269550,0.802,225,225,95,MM,4809.375
1001002835-1269577,BOSSARD,FLAT WASHER WITHOUT CHAMFER M4 1269577,0.802,225,225,95,MM,4809.375
1001002835-1269593,BOSSARD,FLAT WASHER WITHOUT CHAMFER M6 1269593,0.802,225,225,95,MM,4809.375
1001002835-1269607,BOSSARD,FLAT WASHER WITHOUT CHAMFER M8 1269607,0.802,225,225,95,MM,4809.375
1001002835-1269615,BOSSARD,FLAT WASHER WITHOUT CHAMFER M10 1269615,0.802,225,225,95,MM,4809.375
1001002835-1269623,BOSSARD,FLAT WASHER WITHOUT CHAMFER M12 1269623,0.802,225,225,95,MM,4809.375
1001002835-1964801,BOSSARD,FLAT WASHER WITHOUT CHAMFER M16 1964801,0.802,225,225,95,MM,4809.375
1001002835-1269941,BOSSARD,FLAT WASHER WITHOUT CHAMFER M2 1269941,0.802,225,225,95,MM,4809.375
1001002835-1269976,BOSSARD,FLAT WASHER WITHOUT CHAMFER M3 1269976,0.802,225,225,95,MM,4809.375
1001002835-1270028,BOSSARD,FLAT WASHER WITHOUT CHAMFER M6 1270028,0.802,225,225,95,MM,4809.375
1001002835-1762303,BOSSARD,FLAT WASHER WITHOUT CHAMFER M12 1762303,0.802,225,225,95,MM,4809.375
1001002835-1270087,BOSSARD,FLAT WASHER WITHOUT CHAMFER M16 1270087,0.802,225,225,95,MM,4809.375
1001002835-1762095,BOSSARD,FLAT WASHER WITHOUT CHAMFER M6 1762095,0.802,225,225,95,MM,4809.375
1001002835-1762109,BOSSARD,FLAT WASHER WITHOUT CHAMFER M8 1762109,0.802,225,225,95,MM,4809.375
1001002835-1762117,BOSSARD,FLAT WASHER WITHOUT CHAMFER M10 1762117,0.802,225,225,95,MM,4809.375
1001002835-1762125,BOSSARD,FLAT WASHER WITHOUT CHAMFER M12 1762125,0.802,225,225,95,MM,4809.375
1001002835-8027463,BOSSARD,FLAT WASHER WITHOUT CHAMFER M4 8027463,0.802,225,225,95,MM,4809.375
1001002835-8027471,BOSSARD,FLAT WASHER WITHOUT CHAMFER M5 8027471,0.802,225,225,95,MM,4809.375
1001002835-1270435,BOSSARD,FLAT WASHER WITHOUT CHAMFER 1270435,0.802,225,225,95,MM,4809.375
1001002835-1270605,BOSSARD,FLAT WASHER WITHOUT CHAMFER M16 1270605,0.802,225,225,95,MM,4809.375
1001002835-1066110,BOSSARD,FLAT WASHER FOR CLEVIS PINS M3 1066110,0.802,225,225,95,MM,4809.375
1001002835-1066145,BOSSARD,FLAT WASHER FOR CLEVIS PINS M6 1066145,0.802,225,225,95,MM,4809.375
1001002835-1271113,BOSSARD,FLAT WASHER THICK TYPE M8 1271113,0.802,225,225,95,MM,4809.375
1001002835-1271148,BOSSARD,FLAT WASHER THICK TYPE M12 1271148,0.802,225,225,95,MM,4809.375
1001002835-1271164,BOSSARD,FLAT WASHER THICK TYPE M16 1271164,0.802,225,225,95,MM,4809.375
1001002835-1272950,BOSSARD,SHIM WASHER M30 1272950,0.802,225,225,95,MM,4809.375
1001002835-1225332,BOSSARD,SHIM RING STEEL M3 1225332,0.802,225,225,95,MM,4809.375
1001002835-3045407,BOSSARD,SHIM RING STEEL M3 3045407,0.802,225,225,95,MM,4809.375
1001002835-1225383,BOSSARD,SHIM RING STEEL M4 1225383,0.802,225,225,95,MM,4809.375
1001002835-1225421,BOSSARD,SHIM RING STEEL M5 1225421,0.802,225,225,95,MM,4809.375
1001002835-1762036,BOSSARD,FLAT WASHER WITH CHAMFER M6 1762036,0.802,225,225,95,MM,4809.375
1001002835-1284495,BOSSARD,CONNECTING WASHER TYPE A M3.5 1284495,0.802,225,225,95,MM,4809.375
1001002835-1284509,BOSSARD,CONNECTING WASHER TYPE A M4 1284509,0.802,225,225,95,MM,4809.375
1001002835-1280317,BOSSARD,CURVED SPRING WASHER M3 1280317,0.802,225,225,95,MM,4809.375
1001002835-1280457,BOSSARD,CURVED SPRING WASHER M3.5 1280457,0.802,225,225,95,MM,4809.375
1001002835-1280554,BOSSARD,CURVED SPRING WASHER M3 1280554,0.802,225,225,95,MM,4809.375
1001002835-1280767,BOSSARD,WAVY SPRING WASHER M5 1280767,0.802,225,225,95,MM,4809.375
1001002835-1280783,BOSSARD,WAVY SPRING WASHER M8 1280783,0.802,225,225,95,MM,4809.375
1001002835-1280945,BOSSARD,CONICAL SPRING WASHER M3 1280945,0.802,225,225,95,MM,4809.375
1001002835-1281062,BOSSARD,CONICAL SPRING WASHER M8 1281062,0.802,225,225,95,MM,4809.375
1001002835-1281089,BOSSARD,CONICAL SPRING WASHER M10 1281089,0.802,225,225,95,MM,4809.375
1001002835-1281283,BOSSARD,CONICAL SPRING WASHER M5 1281283,0.802,225,225,95,MM,4809.375
1001002835-1144863,BOSSARD,CONICAL SPRING WASHER M2 1144863,0.802,225,225,95,MM,4809.375
1001002835-1144960,BOSSARD,CONICAL SPRING WASHER M8 1144960,0.802,225,225,95,MM,4809.375
1001002835-1144995,BOSSARD,CONICAL SPRING WASHER M14 1144995,0.802,225,225,95,MM,4809.375
1001002835-1145045,BOSSARD,CONICAL SPRING WASHER M24 1145045,0.802,225,225,95,MM,4809.375
1001002835-3186794,BOSSARD,CONICAL SPRING WASHER M6 3186794,0.802,225,225,95,MM,4809.375
1001002835-5523046,BOSSARD,CONICAL SPRING WASHER M8 5523046,0.802,225,225,95,MM,4809.375
1001002835-5523047,BOSSARD,CONICAL SPRING WASHER M10 5523047,0.802,225,225,95,MM,4809.375
1001002835-5523048,BOSSARD,CONICAL SPRING WASHER M12 5523048,0.802,225,225,95,MM,4809.375
1001002835-1281542,BOSSARD,DISC SPRING WASHER SERIES A 8MM 1281542,0.802,225,225,95,MM,4809.375
1001002835-1281658,BOSSARD,DISC SPRING WASHER 31.5MM 1281658,0.802,225,225,95,MM,4809.375
1001002835-1281909,BOSSARD,DISC SPRING WASHER SERIES B 16MM 1281909,0.802,225,225,95,MM,4809.375
1001002835-1281941,BOSSARD,DISC SPRING WASHER SERIES B 25MM 1281941,0.802,225,225,95,MM,4809.375
1001002835-1148397,BOSSARD,DISC SPRING WASHER SERIES C 40MM 1148397,0.802,225,225,95,MM,4809.375
1001002835-1282190,BOSSARD,DISC SPRING WASHER STANDARD 8MM 1282190,0.802,225,225,95,MM,4809.375
1001002835-1282204,BOSSARD,DISC SPRING WASHER STANDARD 8MM 1282204,0.802,225,225,95,MM,4809.375
1001002835-1282441,BOSSARD,DISC SPRING WASHER STANDARD 15MM 1282441,0.802,225,225,95,MM,4809.375
1001002835-1282662,BOSSARD,DISC SPRING WASHER STANDARD 20MM 1282662,0.802,225,225,95,MM,4809.375
1001002835-1224778,BOSSARD,RIBBED LOCK WASHER M2 1224778,0.802,225,225,95,MM,4809.375
1001002835-1279629,BOSSARD,RIBBED LOCK WASHER M3 1279629,0.802,225,225,95,MM,4809.375
1001002835-1279645,BOSSARD,RIBBED LOCK WASHER M4 1279645,0.802,225,225,95,MM,4809.375
1001002835-1279726,BOSSARD,RIBBED LOCK WASHER M12 1279726,0.802,225,225,95,MM,4809.375
1001002835-1279874,BOSSARD,RIBBED LOCK WASHER M3 1279874,0.802,225,225,95,MM,4809.375
1001002835-1279890,BOSSARD,RIBBED LOCK WASHER M4 1279890,0.802,225,225,95,MM,4809.375
1001002835-1279939,BOSSARD,RIBBED LOCK WASHER M10 1279939,0.802,225,225,95,MM,4809.375
1001002835-1279947,BOSSARD,RIBBED LOCK WASHER M12 1279947,0.802,225,225,95,MM,4809.375
1001002787-A-62,BANDO,GREEN SEAL BANDO 12.7MM A-62,0.667,20,20,10,CM,4000
1001002813-1JO-05-04Z,EATON,DOUBLE NIPPLE JIC X UN-ORING 1JO-05-04Z,0.462,180,110,140,MM,2772
1001002813-4B-02WDZ,EATON,BSP MALE CAPTIVE SEAL PLUG 4B-02WDZ,0.462,180,110,140,MM,2772
1001002813-5N-04-02Z,EATON,REDUCER NPT MALE X NPT FEMALE 5N-04-02Z,0.462,180,110,140,MM,2772
1001002787-A-63 (RS),BANDO,RED SEAL BANDO 12.7MM A-63 (RS),0.667,20,20,10,CM,4000
1001002787-A-64 (RS),BANDO,RED SEAL BANDO 12.7MM A-64 (RS),0.667,20,20,10,CM,4000
1001002787-A-65 (RS),BANDO,RED SEAL BANDO 12.7MM A-65 (RS),0.667,20,20,10,CM,4000
1001002787-B-39 (RS),BANDO,RED SEAL BANDO 16.7MM B-39 (RS),0.667,20,20,10,CM,4000
1001002787-SPA-1475,BANDO,SP TYPE BANDO 12.5MM SPA-1475,0.667,20,20,10,CM,4000
1001002787-SPA-1482,BANDO,SP TYPE BANDO 12.5MM SPA-1482,0.667,20,20,10,CM,4000
1001002787-SPA-1485,BANDO,SP TYPE BANDO 12.5MM SPA-1485,0.667,20,20,10,CM,4000
1001002787-SPA-1500,BANDO,SP TYPE BANDO 12.5MM SPA-1500,0.667,20,20,10,CM,4000
1001002787-SPA-1532,BANDO,SP TYPE BANDO 12.5MM SPA-1532,0.667,20,20,10,CM,4000
1001002787-SPZ-2735,BANDO,SP TYPE BANDO 9.5MM SPZ-2735,0.667,20,20,10,CM,4000
1001002787-XPA-1600,BANDO,SP TYPE COG BANDO 13MM XPA-1600,0.667,20,20,10,CM,4000
1001002813-1JO-04Z,EATON,DOUBLE NIPPLE JIC X UN-ORING 1JO-04Z,0.462,180,110,140,MM,2772
1001002813-4J-06Z,EATON,JIC MALE PLUG 4J-06Z,0.462,180,110,140,MM,2772
1001002813-4O-06Z,EATON,UN-ORING  BOSS PLUG 4O-06Z,0.462,180,110,140,MM,2772
1001002813-5N-06-04Z,EATON,REDUCER NPT MALE X NPT FEMALE 5N-06-04Z,0.462,180,110,140,MM,2772
1001002787-A-63,BANDO,GREEN SEAL BANDO 12.7MM A-63,0.667,20,20,10,CM,4000
1001002813-1N9-02Z,EATON,DOUBLE NIPPLE EL90 NPT X NPT 1N9-02Z,0.462,180,110,140,MM,2772
1001002813-4N-04Z,EATON,NPT MALE PLUG 4N-04Z,0.462,180,110,140,MM,2772
1001002813-1JO-04-06Z,EATON,DOUBLE NIPPLE JIC X UN-ORING 1JO-04-06Z,0.462,180,110,140,MM,2772
1001002813-1T-04SPZ,EATON,DOUBLE NIPPLE BSPT X BSPT 1T-04SPZ,0.462,180,110,140,MM,2772
1001002813-1JT9-04-02SPZ,EATON,NIPPLE EL90 JIC X BSPT 1JT9-04-02SPZ,0.462,180,110,140,MM,2772
1001002787-A-64,BANDO,GREEN SEAL BANDO 12.7MM A-64,0.667,20,20,10,CM,4000
1001002796-7000040130,3M,SCOTCH-BRITE KITCHEN CLOTH ID-86,0.672,320,340,37.08,MM,4034.304
1001002813-4B-04WDZ,EATON,BSP MALE CAPTIVE SEAL PLUG 4B-04WDZ,0.462,180,110,140,MM,2772
1001002831-PD03P-ARS-PTT,INGERSOLL RAND,DIAPHRAGM PUMP OEM PP PD03P-ARS-PTT,2.340,30,26,18,CM,14040
1001002835-1243187,BOSSARD,SLOTTED TRUSS HEAD SCREW M4x12 1243187 ,1.030,255,255,95,MM,6177.375
1001002835-1004123,BOSSARD,HEX SOC HEAD CAP SCREW M5x20 1004123,1.030,255,255,95,MM,6177.375
1001002835-1004158,BOSSARD,HEX SOC HEAD CAP SCREW M5x25 1004158,1.030,255,255,95,MM,6177.375
1001002835-1004271,BOSSARD,HEX SOC HEAD CAP SCREW M6x12 1004271,1.030,255,255,95,MM,6177.375
1001002835-1004204,BOSSARD,HEX SOC HEAD CAP SCREW M5x45 1004204,1.030,255,255,95,MM,6177.375
1001002835-3060478,BOSSARD,hexagon head locking screw M10x20 3060478 ,1.030,255,255,95,MM,6177.375
1001002787-A-65,BANDO,GREEN SEAL BANDO 12.7MM A-65,0.667,20,20,10,CM,4000
1001002813-1JO-05-06Z,EATON,DOUBLE NIPPLE JIC X UN-ORING 1JO-05-06Z,0.462,180,110,140,MM,2772
1001002813-4N-06Z,EATON,NPT MALE PLUG 4N-06Z,0.462,180,110,140,MM,2772
1001002797-GLASS REC.13804 WH 1X18W,PHILIPS,LIGHTS GLASS REC.13804 WH 1X18W,0.705,152,152,183,MM,4228.032
1001002797-GLASS REC.13804 NK 1X18W,PHILIPS,LIGHTS GLASS REC.13804 NK 1X18W,0.705,152,152,183,MM,4228.032
1001002787-BX-50,BANDO,MULTIPLE COG BANDO 17MM BX-50,0.667,20,20,10,CM,4000
1001002787-A-66 (RS),BANDO,RED SEAL BANDO 12.7MM A-66 (RS),0.667,20,20,10,CM,4000
1001002787-A-67 (RS),BANDO,RED SEAL BANDO 12.7MM A-67 (RS),0.667,20,20,10,CM,4000
1001002787-B-40 (RS),BANDO,RED SEAL BANDO 16.7MM B-40 (RS),0.667,20,20,10,CM,4000
1001002787-SPA-1550,BANDO,SP TYPE BANDO 12.5MM SPA-1550,0.667,20,20,10,CM,4000
1001002787-SPA-1555,BANDO,SP TYPE BANDO 12.5MM SPA-1555,0.667,20,20,10,CM,4000
1001002787-SPA-1557,BANDO,SP TYPE BANDO 12.5MM SPA-1557,0.667,20,20,10,CM,4000
1001002787-SPA-1582,BANDO,SP TYPE BANDO 12.5MM SPA-1582,0.667,20,20,10,CM,4000
1001002787-SPA-1600,BANDO,SP TYPE BANDO 12.5MM SPA-1600,0.667,20,20,10,CM,4000
1001002787-SPA-1607,BANDO,SP TYPE BANDO 12.5MM SPA-1607,0.667,20,20,10,CM,4000
1001002787-XPA-1700,BANDO,SP TYPE COG BANDO 13MM XPA-1700,0.667,20,20,10,CM,4000
1001002813-1JG-04Z,EATON,DOUBLE NIPPLE JIC X BSP-ORING 1JG-04Z,0.462,180,110,140,MM,2772
1001002813-1BN-04Z,EATON,DOUBLE NIPPLE BSP 60,0.462,180,110,140,MM,2772
1001002813-1BT-04SPZ,EATON,DOUBLE NIPPLE BSP 60,0.462,180,110,140,MM,2772
1001002813-1B-04Z,EATON,DOUBLE NIPPLE BSP 60,0.462,180,110,140,MM,2772
1001002787-A-66,BANDO,GREEN SEAL BANDO 12.7MM A-66,0.667,20,20,10,CM,4000
1001002787-A-67,BANDO,GREEN SEAL BANDO 12.7MM A-67,0.667,20,20,10,CM,4000
1001002797-30514 CEILING LAMP 1X15W,PHILIPS,LIGHTS 30514 CEILING LAMP 1X15W,1.172,277,90,282,MM,7030.26
1001002785-74-048-8,ANSELL,CUT-RESISTANT GLOVES POLARBEAR 74-048-8,0.900,300,120,150,MM,5400
1001002785-74-048-9,ANSELL,CUT-RESISTANT GLOVES POLARBEAR 74-048-9,0.900,300,120,150,MM,5400
1001002813-1JG-06-04Z,EATON,DOUBLE NIPPLE JIC X BSP-ORING 1JG-06-04Z,0.462,180,110,140,MM,2772
1001002813-1BG-04Z,EATON,DOUBLE NIPPLE BSP 60,0.462,180,110,140,MM,2772
1001002813-AJ-04Z,EATON,JIC MALE TEE AJ-04Z,0.462,180,110,140,MM,2772
1001002795-209,ZECA,COMPRESSED AIR VALVE GRINDER 209,1.920,400,320,90,MM,11520
1001002813-4O-08Z,EATON,UN-ORING  BOSS PLUG 4O-08Z,0.462,180,110,140,MM,2772
1001002787-A-68,BANDO,GREEN SEAL BANDO 12.7MM A-68,0.667,20,20,10,CM,4000
1001002794-29-400-1-23,STANLEY,PAINT ROLLER COMPLETE 9INC 29-400-1-23,0.778,230,290,70,MM,4669
1001002800-3110H-UK5,CHEETAH,ANKLE BOOTS WITH ELASTIC SIDES 5 (UK),1.677,350,230,125,MM,10062.5
1001002800-3110H-UK6,CHEETAH,ANKLE BOOTS WITH ELASTIC SIDES 6 (UK),1.677,350,230,125,MM,10062.5
1001002797-HPL-N 400W,PHILIPS,LIGHT BULBS HPL-N 400W,0.719,290,122,122,MM,4316.36
1001002794-78-316-23,STANLEY,RECOIL HOSE 1/4INCX50FT (24M) 78-316-23,0.917,520,115,92,MM,5501.6
1001002813-1T-06SPZ,EATON,DOUBLE NIPPLE BSPT X BSPT 1T-06SPZ,0.462,180,110,140,MM,2772
1001002813-7N-02Z,EATON,NPT FEMALE X NPT FEMALE 7N-02Z,0.462,180,110,140,MM,2772
1001002787-A-69,BANDO,GREEN SEAL BANDO 12.7MM A-69,0.667,20,20,10,CM,4000
1001002787-BX-52,BANDO,MULTIPLE COG BANDO 17MM BX-52,0.667,20,20,10,CM,4000
1001002787-BX-53,BANDO,MULTIPLE COG BANDO 17MM BX-53,0.667,20,20,10,CM,4000
1001002787-CX-30,BANDO,MULTIPLE COG BANDO 22MM CX-30,0.667,20,20,10,CM,4000
1001002787-A-69 (RS),BANDO,RED SEAL BANDO 12.7MM A-69 (RS),0.667,20,20,10,CM,4000
1001002787-A-70 (RS),BANDO,RED SEAL BANDO 12.7MM A-70 (RS),0.667,20,20,10,CM,4000
1001002787-B-42 (RS),BANDO,RED SEAL BANDO 16.7MM B-42 (RS),0.667,20,20,10,CM,4000
1001002787-SPA-1632,BANDO,SP TYPE BANDO 12.5MM SPA-1632,0.667,20,20,10,CM,4000
1001002787-SPA-1650,BANDO,SP TYPE BANDO 12.5MM SPA-1650,0.667,20,20,10,CM,4000
1001002787-SPA-1682,BANDO,SP TYPE BANDO 12.5MM SPA-1682,0.667,20,20,10,CM,4000
1001002813-7N-04Z,EATON,NPT FEMALE X NPT FEMALE 7N-04Z,0.462,180,110,140,MM,2772
1001002813-1JT9-06-04SPZ,EATON,NIPPLE EL90 JIC X BSPT 1JT9-06-04SPZ,0.462,180,110,140,MM,2772
1001002813-4B-06WDZ,EATON,BSP MALE CAPTIVE SEAL PLUG 4B-06WDZ,0.462,180,110,140,MM,2772
1001002787-A-70,BANDO,GREEN SEAL BANDO 12.7MM A-70,0.667,20,20,10,CM,4000
1001002813-1JT9-04SPZ,EATON,DOUBLE NIPPLE EL90 JIC X BSPT 1JT9-04SPZ,0.462,180,110,140,MM,2772
1001002813-5N-08-06Z,EATON,REDUCER NPT MALE X NPT FEMALE 5N-08-06Z,0.462,180,110,140,MM,2772
1001002794-43-549-20,STANLEY,FATMAX II L. 3 VIAL MAG 48INC 43-549-20,1.609,76,102,1245,MM,9651.24
1001002794-29-256-0-23,STANLEY,RLLR REFL 7INC MOGLOSS-STICK 29-256-0-23,0.528,180,160,110,MM,3168
1001002813-1JG-06Z,EATON,DOUBLE NIPPLE JIC X BSP-ORING 1JG-06Z,0.462,180,110,140,MM,2772
1001002813-1B-04-06Z,EATON,NIPPLE BSP 60,0.462,180,110,140,MM,2772
1001002813-7N9-02Z,EATON,SOCKET EL 90 NPT FML X NPT FML 7N9-02Z,0.462,180,110,140,MM,2772
1001002787-A-71,BANDO,GREEN SEAL BANDO 12.7MM A-71,0.667,20,20,10,CM,4000
1001002813-1BT-06SPZ,EATON,DOUBLE NIPPLE BSP 60,0.462,180,110,140,MM,2772
1001002787-A-72,BANDO,GREEN SEAL BANDO 12.7MM A-72,0.667,20,20,10,CM,4000
1001002787-AX-88,BANDO,MULTIPLE COG BANDO 13MM AX-88,0.667,20,20,10,CM,4000
1001002787-AX-89,BANDO,MULTIPLE COG BANDO 13MM AX-89,0.667,20,20,10,CM,4000
1001002787-A-75 (RS),BANDO,RED SEAL BANDO 12.7MM A-75 (RS),0.667,20,20,10,CM,4000
1001002787-B-44 (RS),BANDO,RED SEAL BANDO 16.7MM B-44 (RS),0.667,20,20,10,CM,4000
1001002787-B-45 (RS),BANDO,RED SEAL BANDO 16.7MM B-45 (RS),0.667,20,20,10,CM,4000
1001002787-SPA-1695,BANDO,SP TYPE BANDO 12.5MM SPA-1695,0.667,20,20,10,CM,4000
1001002787-SPA-1700,BANDO,SP TYPE BANDO 12.5MM SPA-1700,0.667,20,20,10,CM,4000
1001002787-SPA-1732,BANDO,SP TYPE BANDO 12.5MM SPA-1732,0.667,20,20,10,CM,4000
1001002813-1BN-06Z,EATON,DOUBLE NIPPLE BSP 60,0.462,180,110,140,MM,2772
1001002813-1BG-06Z,EATON,NIPPLE BSP 60,0.462,180,110,140,MM,2772
1001002813-1B-06Z,EATON,DOUBLE NIPPLE BSP 60,0.462,180,110,140,MM,2772
1001002813-1JG9-04-OG,EATON,NIPPLE EL90 JIC X BSP-ORING 1JG9-04-OG,0.462,180,110,140,MM,2772
1001002813-4J-08Z,EATON,JIC MALE PLUG 4J-08Z,0.462,180,110,140,MM,2772
1001002813-7N-06Z,EATON,NPT FEMALE X NPT FEMALE 7N-06Z,0.462,180,110,140,MM,2772
1001002787-A-73,BANDO,GREEN SEAL BANDO 12.7MM A-73,0.667,20,20,10,CM,4000
1001002785-02-100-8,ANSELL,CHEMICAL GLOVES BARRIER 02-100-8,5.200,480,260,250,MM,31200
1001002785-02-100-9,ANSELL,CHEMICAL GLOVES BARRIER 02-100-9,5.200,480,260,250,MM,31200
1001002785-02-100-10,ANSELL,CHEMICAL GLOVES BARRIER 02-100-10,5.200,480,260,250,MM,31200
1001002813-1JG-04-06Z,EATON,DOUBLE NIPPLE JIC X BSP-ORING 1JG-04-06Z,0.462,180,110,140,MM,2772
1001002790-710136,PALAZZOLI,MULTIMAX STRAIGHT PLUG 710136,0.574,151,151,151,MM,3442.951
1001000368-CJ-5,GETRA,ORANGE JUICER 180W CJ-5,6.880,45.5,25.2,36,CM,41277.6
1001002804-0 3820 9032,AEG,2 MODE SDS PLUS ROTARY HAMMER BH 22 E,3.397,400,149,342,MM,20383.2
1001002813-4N-08Z,EATON,NPT MALE PLUG 4N-08Z,0.462,180,110,140,MM,2772
1001002787-A-74,BANDO,GREEN SEAL BANDO 12.7MM A-74,0.667,20,20,10,CM,4000
1001002813-AJ-06Z,EATON,JIC MALE TEE AJ-06Z,0.462,180,110,140,MM,2772
1001002813-1JT9-04-06SPZ,EATON,NIPPLE EL90 JIC X BSPT 1JT9-04-06SPZ,0.462,180,110,140,MM,2772
1001002813-5N-08-04Z,EATON,REDUCER NPT MALE X NPT FEMALE 5N-08-04Z,0.462,180,110,140,MM,2772
1001002787-A-75,BANDO,GREEN SEAL BANDO 12.7MM A-75,0.667,20,20,10,CM,4000
1001002813-1JT9-06SPZ,EATON,DOUBLE NIPPLE EL90 JIC X BSPT 1JT9-06SPZ,0.462,180,110,140,MM,2772
1001002787-BX-59,BANDO,MULTIPLE COG BANDO 17MM BX-59,0.667,20,20,10,CM,4000
1001002787-A-76 (RS),BANDO,RED SEAL BANDO 12.7MM A-76 (RS),0.667,20,20,10,CM,4000
1001002787-SPA-1770,BANDO,SP TYPE BANDO 12.5MM SPA-1770,0.667,20,20,10,CM,4000
1001002787-SPA-1782,BANDO,SP TYPE BANDO 12.5MM SPA-1782,0.667,20,20,10,CM,4000
1001002787-SPA-1800,BANDO,SP TYPE BANDO 12.5MM SPA-1800,0.667,20,20,10,CM,4000
1001002787-SPA-1820,BANDO,SP TYPE BANDO 12.5MM SPA-1820,0.667,20,20,10,CM,4000
1001002787-SPA-1832,BANDO,SP TYPE BANDO 12.5MM SPA-1832,0.667,20,20,10,CM,4000
1001002787-XPB-1150,BANDO,SP TYPE COG BANDO 16.3MM XPB-1150,0.667,20,20,10,CM,4000
1001002813-1JG9-06-04-OG,EATON,NIPPLE EL90 JIC X BSP-ORING 1JG9-06-04OG,0.462,180,110,140,MM,2772
1001002813-4J-10Z,EATON,JIC MALE PLUG 4J-10Z,0.462,180,110,140,MM,2772
1001002813-GN-02PKZ,EATON,NPT FEMALE TEE GN-02PKZ,0.462,180,110,140,MM,2772
1001002813-GN-04PKZ,EATON,NPT FEMALE TEE GN-04PKZ,0.462,180,110,140,MM,2772
1001002787-A-76,BANDO,GREEN SEAL BANDO 12.7MM A-76,0.667,20,20,10,CM,4000
1001002813-AN-04Z,EATON,NPT MALE TEE AN-04Z,0.462,180,110,140,MM,2772
1001002787-A-77,BANDO,GREEN SEAL BANDO 12.7MM A-77,0.667,20,20,10,CM,4000
1001002797-SON 400W,PHILIPS,LIGHT BULBS SON 400W,0.719,290,122,122,MM,4316.36
1001002794-56-701-23,STANLEY,FIBERGLASS DRILLING HAMMER 56-701-23,1.465,312,231,122,MM,8792.784
1001002797-ESS.LEDTUBE 1200MM 20W 865,PHILIPS,"LED ESS.LEDTUBE 1200MM 20W 840,865",0.505,1212,50,50,MM,3030
1001002813-5N-12-08Z,EATON,REDUCER NPT MALE X NPT FEMALE 5N-12-08Z,0.462,180,110,140,MM,2772
1001002787-A-78,BANDO,GREEN SEAL BANDO 12.7MM A-78,0.667,20,20,10,CM,4000
1001002797-ECOFIT LEDTUBE 1200MM 16W 765,PHILIPS,"LED ECOFIT LEDTUBE 1200MM 16W 740,765",0.500,1200,50,50,MM,3000
1001002787-A-79,BANDO,GREEN SEAL BANDO 12.7MM A-79,0.667,20,20,10,CM,4000
1001002787-SPA-1850,BANDO,SP TYPE BANDO 12.5MM SPA-1850,0.667,20,20,10,CM,4000
1001002787-SPA-1862,BANDO,SP TYPE BANDO 12.5MM SPA-1862,0.667,20,20,10,CM,4000
1001002787-SPA-1900,BANDO,SP TYPE BANDO 12.5MM SPA-1900,0.667,20,20,10,CM,4000
1001002787-SPA-1905,BANDO,SP TYPE BANDO 12.5MM SPA-1905,0.667,20,20,10,CM,4000
1001002787-SPA-1907,BANDO,SP TYPE BANDO 12.5MM SPA-1907,0.667,20,20,10,CM,4000
1001002787-XPA-2000,BANDO,SP TYPE COG BANDO 13MM XPA-2000,0.667,20,20,10,CM,4000
1001002813-4B-08WDZ,EATON,BSP MALE CAPTIVE SEAL PLUG 4B-08WDZ,0.462,180,110,140,MM,2772
1001002813-7N9-04Z,EATON,SOCKET EL 90 NPT FML X NPT FML 7N9-04Z,0.462,180,110,140,MM,2772
1001002813-1JN-10-06Z,EATON,DOUBLE NIPPLE JIC X NPT 1JN-10-06Z,0.462,180,110,140,MM,2772
1001002813-1JG9-04-06-OG,EATON,NIPPLE EL90 JIC X BSP-ORING 1JG9-04-06OG,0.462,180,110,140,MM,2772
1001002813-4O-10Z,EATON,UN-ORING  BOSS PLUG 4O-10Z,0.462,180,110,140,MM,2772
1001002787-A-80,BANDO,GREEN SEAL BANDO 12.7MM A-80,0.667,20,20,10,CM,4000
1001002813-1JG-06-08Z,EATON,DOUBLE NIPPLE JIC X BSP-ORING 1JG-06-08Z,0.462,180,110,140,MM,2772
1001002813-1T-08SPZ,EATON,DOUBLE NIPPLE BSPT X BSPT 1T-08SPZ,0.462,180,110,140,MM,2772
1001002813-1JG9-06-OG,EATON,NIPPLE EL90 JIC X BSP-ORING 1JG9-06-OG,0.462,180,110,140,MM,2772
1001002813-5N-12-06Z,EATON,REDUCER NPT MALE X NPT FEMALE  5N-12-06Z,0.462,180,110,140,MM,2772
1001002787-A-81,BANDO,GREEN SEAL BANDO 12.7MM A-81,0.667,20,20,10,CM,4000
1001002787-A-82,BANDO,GREEN SEAL BANDO 12.7MM A-82,0.667,20,20,10,CM,4000
1001002787-A-83 (RS),BANDO,RED SEAL BANDO 12.7MM A-83 (RS),0.667,20,20,10,CM,4000
1001002787-A-85 (RS),BANDO,RED SEAL BANDO 12.7MM A-85 (RS),0.667,20,20,10,CM,4000
